Read_Name	Count_Max_Ch_m	Kraken_Label	Cluster
fc984619-c12a-480c-9abf-be9a4910c6db	0.1581647058823529	41202	6
c661022e-e472-486e-8228-48919cff5b58	0.2256444444444444	196821	2
3278fc48-506a-4c44-87b7-3232e168629b	0.143803738317757	41202	3
98c9dad4-ef6c-4181-81a1-72425e84c0ec	0.1986481481481481	41202	7
27b9b7bf-1abe-4c1d-8eb3-87026b8bcf1c	0.184156862745098	1279085	0
23de1930-8774-4aa0-b1d2-724ab406e26f	0.1370746268656716	41202	3
b1ce5d04-2596-4581-ba66-74fea9af5af9	0.1144257425742574	1279085	5
d894498c-e514-46de-b779-8e4b0068ffdb	0.1704935064935065	41202	7
441321ad-f158-48da-bd3e-b063a80bad2d	0.2487087378640776	41202	2
7ef311fd-3022-477a-9250-b3899f851960	0.1010895522388059	41202	5
d30fc26a-85cd-470a-8e4a-0f02de29b55f	0.1762758620689655	41202	0
ff4cd8b1-6d3b-4489-9e71-14b7c7c889ad	0.2973860759493671	40324	2
6e54758c-d591-4bb3-8b5d-95d807687fb6	0.1950106382978723	0	0
00928f86-f341-495f-90dd-3fb1365dcf5f	0.1526307692307692	1279085	0
fa00dace-b155-4227-b4e6-77e8d9c6186e	0.154525	1279085	0
3aa5303a-ce8a-403b-8fd4-841a5f5e8f3a	0.2148136645962733	41202	2
b25f911d-6bd3-4d59-9455-97aafc5b0162	0.170485294117647	41202	7
6530de82-712f-4c47-8df2-96b7f21a290f	0.1568039215686274	41202	3
3e4b028f-d652-450c-bd23-147174d685dc	0.2091980198019802	41202	7
b316eb5a-a54d-4ac2-ae94-bc71109e64d0	0.1809166666666666	0	0
6c77186b-4c82-40aa-9acf-430b90243d9d	0.1532566371681416	41202	7
b1cb8524-1919-4d05-be03-7aa34e5f0ff0	0.1698294117647058	41202	0
5b8a0727-0e57-49b0-bb79-ee7b2bcbb0d4	0.1522631578947368	1279085	0
75a6c3b8-204e-4d90-8777-23304ec63d1e	0.2186148648648648	41202	2
2b4e22c8-19e1-4846-9403-b93f97c1901c	0.2110173913043478	41202	2
a5a63b20-d151-49b9-a663-be9541582c8b	0.1785169491525423	41202	7
bb1f3702-2d07-4ee3-b765-007915f8d47d	0.0705384615384615	9606	6
c69d78f2-0d52-4c77-ae4a-95fcea98eb4e	0.1537323943661971	1279085	0
927ffaf2-faa5-4698-847a-dce93d57ae99	0.1634183673469388	1279085	0
c36d4e22-cf5b-4029-825a-9e5efd4bcff8	0.124125	41202	3
2d992144-8fc7-4072-9bee-7dceacd3618e	0.1352073170731707	1279085	5
c6a26b20-905c-486b-a352-642142c53281	0.1637028985507246	41202	0
ed754017-d61a-4fb4-87ce-2755a61e1816	0.216	41202	2
77c5e1f1-f7f1-4612-ab0c-a5149cabbb59	0.1153181818181818	1279085	5
a1d93aab-9370-4bdf-b480-8a55646ceb17	0.2196769230769231	1279085	0
0849716f-67cf-452a-9017-5f8afe443bf5	0.1688255813953488	0	0
21f65480-6c98-4a9b-afe6-69fd313ece10	0.1378333333333333	41202	6
551793f8-06ae-4123-a414-48fc3583ac19	0.1356685714285714	41202	7
cca42f47-7dc8-40f0-8db9-5de6405db878	0.13105	1279085	0
0427faf4-c8f7-43d8-9b91-bdead1d12492	0.2292099447513812	41202	7
d489bd12-dc35-4718-855e-44fc92a4b345	0.1612222222222222	41202	0
f80bda89-7b7a-420f-8756-b6de27df4611	0.1348404255319149	1279085	0
cc2313e7-615f-4ccc-b646-d86e033f9462	0.22112	196821	2
c15bf169-e110-46e6-b4ad-64e3865854c6	0.1167471910112359	1279085	6
e2c4c729-9480-4a5c-8990-25d210af9972	0.1867241379310344	41202	7
f9595ef3-33e2-467d-8659-b6fdb4fc4925	0.1369805825242718	1279085	0
87ea785d-ba00-4dd5-ab17-7fcc35d906ea	0.1463030794165316	1279085	0
5f774a57-66bd-4f83-9950-7faffb992883	0.1439032258064516	41202	3
cedd2906-1189-46e7-a6ed-231f11615970	0.21688	41202	0
2dbd0561-4c4a-4fd1-b41d-18e0c25bd38e	0.2054339622641509	41202	7
92643118-1bfb-42c4-89b5-23c0cbc91e4c	0.1288653846153846	1279085	5
38907d46-599d-4a1d-b05a-fc38217e101c	0.1714722222222222	91347	7
cc50bc0b-958d-497d-9a05-e0495465ea46	0.1644398340248963	41202	3
7bc73bbb-5831-4385-9ceb-9a5688b7270d	0.1279305555555555	1279085	0
18d073d5-2ddc-4867-b7f9-fd6658f744a8	0.1593636363636363	1279085	0
b204cbc6-e9a0-4188-8340-0394ba491f53	0.2848719512195122	196821	2
2e886a29-59fc-407f-b353-bf2217fc5ef2	0.0844791666666666	0	6
90411cee-8846-4cc9-9c5b-e5224c8a04de	0.1617203389830508	41202	7
b50b6fa2-2bcf-4a93-8e19-35edaf8197ed	0.2064	41202	7
61792fb7-1857-4837-a94a-e04c4e1c20e4	0.1648192307692307	1279085	0
dca48542-ad62-4fab-9667-78b1fbcd8b0b	0.1017555555555555	1279085	6
50a8c6d3-1b5d-4e31-bb6d-d8d5c94a3bb7	0.2249558823529411	41202	2
3459296b-b126-46c3-9ad5-e84428ad3cd0	0.1312424242424242	1279085	5
f85ee78c-25cf-4ff5-83e4-f48593ead8c6	0.0987	0	1
c11b98ef-b8b9-4bfa-bce0-1e380779e331	0.1531560283687943	41202	7
3144aa9f-cb3e-4cfb-916a-2a9dea9bab82	0.2005337423312883	41202	2
3816a654-51f1-4fe1-855a-ef29c486caee	0.1817425742574257	41202	7
beae7057-d2c4-417e-9ebd-95a1342bec3e	0.0926226415094339	0	5
c05c5bc1-74b2-461d-b259-de1b570755ea	0.180655172413793	41202	0
7095ff0c-2ba7-4aa1-9c8e-7090bb37b1f3	0.1255844155844155	1279085	5
18672dab-7074-4f38-82ae-c9a3163d431c	0.0937032967032966	1279085	6
cdab43f2-ac7e-4b0f-bbeb-30da37aa77f3	0.1634951456310679	41202	7
4217613c-cc6a-4068-84b1-41d5a5a5a44a	0.07148	36050	6
59cbd777-3120-4493-a1c7-81d4214ee2a6	0.1477672413793103	41202	3
09fa2f30-0bc7-41ea-ae44-40c0b08aa72f	0.1618571428571428	1279085	8
b649df21-145b-459f-85c3-b56cd87e4134	0.1478260869565217	1279085	5
4c927412-6fe4-4872-808e-e7e03465c71e	0.0679868421052631	562	6
bf8c8cc1-0171-4fcf-8f9d-ba31af6ea5f5	0.1670863309352518	41202	7
e11205d3-0328-4110-a5f9-52bcfe42feb9	0.1499227871939736	1279085	1
96952013-87f4-4372-963c-8307cb8be80f	0.1561774193548387	1279085	0
1db5b4ce-523a-478c-8795-c52daa72605a	0.1894333333333333	334819	1
86df7cc3-261c-44a7-8314-540f0fa04610	0.1614607843137255	1279085	0
3750dd62-eeb8-478e-a851-7c5956cd4c3e	0.1571968085106383	41202	7
67d7cb05-6bf8-4ff4-9e40-9d115ce60170	0.1589597315436241	0	0
0259457a-fea9-44cb-a9e5-9a884d9b9f7e	0.1215106382978723	1279085	5
7d65a43b-eca7-4dc8-a9f9-6b81aab3c0c2	0.1509311926605504	1279085	0
034fefe3-7f12-48fc-bb2a-ab6167cf4db4	0.1353739837398374	41202	7
80d2a195-99cc-40f8-b388-398ea69defec	0.1702796208530805	1279085	0
2a918bef-4484-429c-8ec5-e37355198df8	0.1083294117647058	1279085	5
9ae32606-1f02-41e0-9a61-01ec756d35e9	0.0956153846153846	334819	1
eb8f4d21-c336-4449-81a6-df9acb29fbc9	0.2245657142857142	196821	2
026bceea-d4ef-4d38-9cc3-b7ae197b02ce	0.2727760736196319	3027225	2
5f03759e-4893-4728-a42a-08ba82787a98	0.2102203389830508	41202	7
8ca505d9-a166-4ed8-9ce9-e192097fd4f8	0.2087345679012345	1279085	0
3ecb6a72-5dc2-42ad-b1ec-8d9129bd6fc4	0.1792297297297297	41202	3
b9b36072-e30c-4e36-8bd7-a79f8685daae	0.1936958333333333	41202	7
e7daa6a0-2a3f-485a-80cc-00158856c74e	0.2232585551330798	41202	7
cfa0f940-e0b5-4d1b-a30c-5ce4db2d96bc	0.1910176991150442	196821	2
9a563051-f3d4-426f-9e1e-3afe157cbcd2	0.0813734939759036	47917	6
4b6c22a1-250f-4486-b1a0-7cce72afdf55	0.221	41202	7
ee1083da-ea56-4af0-a328-8e845999a819	0.1218326693227091	1279085	5
d54a841a-3934-4fd2-b16b-3ca901be820e	0.167	41202	7
904c3ffe-95e9-468b-b003-daa768375dc6	0.1890497512437811	1279085	0
cd78c7ff-0409-4a6f-bab7-945e7a5f9bee	0.1852702702702703	41202	7
964fa013-b9b6-4eb7-b212-f51b5ce0adcc	0.1302671755725191	1279085	5
d9678ffc-5468-4c74-b4d5-53c15c8528cc	0.1400833333333333	41202	0
b13c9795-3d12-4dc0-a036-1c41128deb86	0.1238039215686274	41202	6
3688249e-0220-4215-9bdc-30dbace7b022	0.1405071770334928	1279085	5
c46d501c-de92-4e11-b950-3bc2654b4316	0.0912689075630252	41202	3
e113640b-ddc9-4c2e-af69-017e13f0648e	0.2244347826086956	41202	7
04dbb4b1-18ea-4a39-899d-c802ea1796c7	0.1664959349593495	41202	7
da5a50e4-0f2d-40e6-94bf-cb655383cb37	0.1836751824817518	1279085	0
96d5b215-1416-47e2-bc24-068724564f76	0.1680966850828729	0	0
cedf00bc-cfa9-4fec-8d0d-207a421d1e83	0.1331794871794872	1279085	6
8bdf3947-db9c-4ca6-add5-e35100c5afd7	0.1326380952380952	41202	7
f90e0c7f-d533-4c0d-853e-d5cecba2b5ec	0.3382837837837838	196198	2
b0f59c29-17de-4c34-91b9-106e948794ce	0.1375611764705882	5507	0
e5e0f76b-e1ba-4edb-b222-a0149fbbc06e	0.0901818181818181	1279085	5
9d8d46b6-900e-47de-a7ae-bbd960b387dd	0.1121914893617021	1279085	5
c0e06630-946b-4b38-8784-7ecf3c2acf32	0.2198461538461538	1279085	0
0864d29f-6c75-4d2b-b90d-80c7f98162ce	0.1171666666666666	1279085	5
ca4bd7d7-7963-465a-9663-12c244170286	0.1514516129032258	41202	7
109ad8de-fc94-44b4-ac1e-f0e6ff0de305	0.19489	41202	7
320c611e-89c3-421b-ad15-9bcf2dbc1766	0.0875571428571428	1279085	5
d4c74f4e-42ad-4f56-a896-3cd80643b9b6	0.1866120689655172	41202	7
dfbdfcde-294b-4879-b77b-a13e0f869d4c	0.14548	41202	3
f2464eb5-8fd2-4fd9-b416-9a975d23534d	0.1722666666666666	41202	3
acf60297-f37c-4cf1-a12a-d33e10df2af7	0.2275833333333333	41202	7
deac5f69-cec9-49aa-8f0e-d98ba8dd7ecf	0.1149787234042553	41202	6
